Geno1a_probe_1,1a_HQ850279,100.000,120,0,0,1,120,6,125,1.07e-58,217
Geno1a_probe_1,wtchgD00001567_closestdedup_vicunavfat,100.000,120,0,0,1,120,1,120,1.07e-58,217
Geno1a_probe_1,1a_M62321,100.000,120,0,0,1,120,6,125,1.07e-58,217
Geno1a_probe_1,1a_EF407457,100.000,120,0,0,1,120,6,125,1.07e-58,217
Geno1a_probe_1,wtchgD00001727_closestdedup_vicunavfat,98.333,120,2,0,1,120,6,125,5.54e-56,208
Geno1a_probe_1,wtchgD00001577_closestdedup_vicunavfat,100.000,115,0,0,6,120,1,115,5.54e-56,208
Geno1a_probe_1,wtchgD00001558_closestdedup_vicunavfat,100.000,114,0,0,7,120,1,114,1.93e-55,206
Geno1a_probe_1,wtchgD00001723_closestdedup_vicunavfat,100.000,114,0,0,7,120,12,125,1.93e-55,206
Geno1a_probe_1,wtchgD00001742_closestdedup_vicunavfat,100.000,114,0,0,7,120,9,122,1.93e-55,206
Geno1a_probe_1,wtchgD00001732_closestdedup_vicunavfat,100.000,114,0,0,7,120,10,123,1.93e-55,206
Geno1a_probe_1,wtchgD00001562_closestdedup_vicunavfat,100.000,114,0,0,7,120,1,114,1.93e-55,206
Geno1a_probe_1,wtchgD00001721_closestdedup_vicunavfat,100.000,114,0,0,7,120,6,119,1.93e-55,206
Geno1a_probe_1,wtchgD00001556_closestdedup_vicunavfat,100.000,114,0,0,7,120,1,114,1.93e-55,206
Geno1a_probe_1,wtchgD00001576_closestdedup_vicunavfat,99.123,114,1,0,7,120,1,114,8.22e-54,202
Geno1a_probe_1,wtchgD00001726_closestdedup_vicunavfat,99.123,114,1,0,7,120,5,118,8.22e-54,202
Geno1a_probe_1,wtchgD00001561_closestdedup_vicunavfat,99.123,114,1,0,7,120,1,114,8.22e-54,202
Geno1a_probe_1,wtchgD00001741_closestdedup_vicunavfat,99.123,114,1,0,7,120,8,121,8.22e-54,202
Geno1a_probe_1,wtchgD00001736_closestdedup_vicunavfat,96.667,120,4,0,1,120,15,134,2.87e-53,199
Geno1a_probe_1,2b_D10988,96.667,120,4,0,1,120,6,125,2.87e-53,199
Geno1a_probe_1,2b_AB661382,96.667,120,4,0,1,120,6,125,2.87e-53,199
Geno1a_probe_1,wtchgD00001583_closestdedup_vicunavfat,96.667,120,4,0,1,120,1,120,2.87e-53,199
Geno1a_probe_1,wtchgD00001571_closestdedup_vicunavfat,96.667,120,4,0,1,120,2,121,2.87e-53,199
Geno1a_probe_1,wtchgD00001582_closestdedup_vicunavfat,97.436,117,3,0,4,120,3,119,1.00e-52,198
Geno1a_probe_1,wtchgD00001747_closestdedup_vicunavfat,97.414,116,3,0,5,120,7,122,3.49e-52,196
Geno1a_probe_1,1b_EU781827,95.833,120,5,0,1,120,2,121,1.22e-51,195
Geno1a_probe_1,wtchgD00001725_closestdedup_vicunavfat,99.074,108,1,0,13,120,18,125,1.49e-50,191
Geno1a_probe_1,wtchgD00001560_closestdedup_vicunavfat,99.074,108,1,0,13,120,8,115,1.49e-50,191
Geno1a_probe_1,wtchgD00001740_closestdedup_vicunavfat,96.552,116,3,1,6,120,9,124,5.18e-50,188
Geno1a_probe_1,wtchgD00001720_closestdedup_vicunavfat,98.148,108,2,0,13,120,18,125,1.81e-49,187
Geno1a_probe_1,wtchgD00001575_closestdedup_vicunavfat,98.148,108,2,0,13,120,8,115,1.81e-49,187
Geno1a_probe_1,wtchgD00001555_closestdedup_vicunavfat,98.148,108,2,0,13,120,8,115,1.81e-49,187
Geno1a_probe_1,wtchgD00001724_closestdedup_vicunavfat,93.860,114,7,0,7,120,3,116,1.14e-45,175
Geno1a_probe_1,wtchgD00001748_closestdedup_vicunavfat,97.059,102,3,0,19,120,33,134,1.39e-44,171
Geno1a_probe_1,wtchgD00001748_closestdedup_vicunavfat,91.667,24,2,0,97,120,40,17,7.22e-04,35.6
Geno1a_probe_1,wtchgD00001557_closestdedup_vicunavfat,93.578,109,7,0,12,120,3,111,5.92e-43,166
Geno1a_probe_1,4a_DQ988074,93.578,109,7,0,12,120,12,120,5.92e-43,166
Geno1a_probe_1,wtchgD00001559_closestdedup_vicunavfat,93.578,109,7,0,12,120,2,110,5.92e-43,166
Geno1a_probe_1,4d_EU392172,93.578,109,7,0,12,120,16,124,5.92e-43,166
Geno1a_probe_1,wtchgD00001722_closestdedup_vicunavfat,96.000,100,4,0,21,120,148,247,2.06e-42,163
Geno1a_probe_1,wtchgD00001722_closestdedup_vicunavfat,91.667,24,2,0,97,120,153,130,7.22e-04,35.6
Geno1a_probe_2,wtchgD00001725_closestdedup_vicunavfat,99.167,120,0,1,1,120,66,184,5.54e-56,209
Geno1a_probe_2,wtchgD00001742_closestdedup_vicunavfat,99.167,120,0,1,1,120,63,181,5.54e-56,209
Geno1a_probe_2,wtchgD00001577_closestdedup_vicunavfat,99.167,120,0,1,1,120,56,174,5.54e-56,209
Geno1a_probe_2,1a_HQ850279,98.333,120,0,1,1,120,66,183,6.74e-55,205
Geno1a_probe_2,wtchgD00001558_closestdedup_vicunavfat,98.333,120,0,1,1,120,55,172,6.74e-55,205
Geno1a_probe_2,wtchgD00001723_closestdedup_vicunavfat,98.333,120,0,1,1,120,66,183,6.74e-55,205
Geno1a_probe_2,wtchgD00001726_closestdedup_vicunavfat,98.333,120,0,1,1,120,59,176,6.74e-55,205
Geno1a_probe_2,wtchgD00001740_closestdedup_vicunavfat,98.333,120,0,1,1,120,65,182,6.74e-55,205
Geno1a_probe_2,wtchgD00001720_closestdedup_vicunavfat,98.333,120,0,1,1,120,66,183,6.74e-55,205
Geno1a_probe_2,wtchgD00001575_closestdedup_vicunavfat,98.333,120,0,1,1,120,56,173,6.74e-55,205
Geno1a_probe_2,wtchgD00001560_closestdedup_vicunavfat,98.333,120,0,1,1,120,56,173,6.74e-55,205
Geno1a_probe_2,wtchgD00001567_closestdedup_vicunavfat,98.333,120,0,1,1,120,61,178,6.74e-55,205
Geno1a_probe_2,1a_M62321,98.333,120,0,1,1,120,66,183,6.74e-55,205
Geno1a_probe_2,wtchgD00001732_closestdedup_vicunavfat,98.333,120,0,1,1,120,64,181,6.74e-55,205
Geno1a_probe_2,wtchgD00001555_closestdedup_vicunavfat,98.333,120,0,1,1,120,56,173,6.74e-55,205
Geno1a_probe_2,wtchgD00001727_closestdedup_vicunavfat,98.333,120,0,1,1,120,66,183,6.74e-55,205
Geno1a_probe_2,wtchgD00001562_closestdedup_vicunavfat,98.333,120,0,1,1,120,55,172,6.74e-55,205
Geno1a_probe_2,wtchgD00001561_closestdedup_vicunavfat,98.333,120,0,1,1,120,55,172,6.74e-55,205
Geno1a_probe_2,wtchgD00001721_closestdedup_vicunavfat,98.333,120,0,1,1,120,60,177,6.74e-55,205
Geno1a_probe_2,1b_EU781827,98.333,120,0,1,1,120,62,179,6.74e-55,205
Geno1a_probe_2,wtchgD00001556_closestdedup_vicunavfat,98.333,120,0,1,1,120,55,172,6.74e-55,205
Geno1a_probe_2,1a_EF407457,98.333,120,0,1,1,120,66,183,6.74e-55,205
Geno1a_probe_2,wtchgD00001576_closestdedup_vicunavfat,97.500,120,1,1,1,120,55,172,8.22e-54,201
Geno1a_probe_2,wtchgD00001741_closestdedup_vicunavfat,97.500,120,1,1,1,120,62,179,8.22e-54,201
Geno1a_probe_2,2b_AB661382,97.479,119,1,1,1,119,66,182,2.87e-53,199
Geno1a_probe_2,wtchgD00001736_closestdedup_vicunavfat,96.639,119,2,1,1,119,75,191,1.22e-51,195
Geno1a_probe_2,wtchgD00001582_closestdedup_vicunavfat,96.639,119,2,1,1,119,60,176,1.22e-51,195
Geno1a_probe_2,2b_D10988,96.639,119,2,1,1,119,66,182,1.22e-51,195
Geno1a_probe_2,wtchgD00001583_closestdedup_vicunavfat,96.639,119,2,1,1,119,61,177,1.22e-51,195
Geno1a_probe_2,wtchgD00001747_closestdedup_vicunavfat,96.639,119,2,1,1,119,63,179,1.22e-51,195
Geno1a_probe_2,wtchgD00001571_closestdedup_vicunavfat,96.639,119,2,1,1,119,62,178,1.22e-51,195
Geno1a_probe_2,wtchgD00001748_closestdedup_vicunavfat,96.639,119,2,1,1,119,75,191,1.22e-51,195
Geno1a_probe_2,wtchgD00001748_closestdedup_vicunavfat,92.857,42,1,1,37,78,40,1,1.81e-11,60.8
Geno1a_probe_2,wtchgD00001557_closestdedup_vicunavfat,95.798,119,3,1,1,119,52,168,1.49e-50,190
Geno1a_probe_2,4a_DQ988074,95.798,119,3,1,1,119,61,177,1.49e-50,190
Geno1a_probe_2,wtchgD00001722_closestdedup_vicunavfat,95.798,119,3,1,1,119,188,304,1.49e-50,190
Geno1a_probe_2,wtchgD00001722_closestdedup_vicunavfat,93.976,83,3,1,37,119,153,73,5.19e-31,125
Geno1a_probe_2,wtchgD00001559_closestdedup_vicunavfat,95.798,119,3,1,1,119,51,167,1.49e-50,190
Geno1a_probe_2,wtchgD00001724_closestdedup_vicunavfat,95.798,119,3,1,1,119,57,173,1.49e-50,190
